data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', '5B01[4.00,4.00,0.00]=5.69', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=4.06']"
"['592F[4.00,0.00,0.00]=1.57', 'CD37[0.00,0.00,0.00]=2.86', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.50', 'le_us=2807', 'est[2.67,0.45,-0.63,53]']"
"['592F[4.00,0.00,0.00]=1.43', 'CD37[0.00,0.00,0.00]=2.89', '5B01[4.00,4.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.52', 'le_us=2746', 'est[2.70,0.46,-0.62,54]']"
"['592F[4.00,0.00,0.00]=1.41', 'CD37[0.00,0.00,0.00]=2.90', '5B01[4.00,4.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.56', 'le_us=2777', 'est[2.73,0.46,-0.62,55]']"
"['592F[4.00,0.00,0.00]=1.47', 'CD37[0.00,0.00,0.00]=2.90', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.56', 'le_us=2777', 'est[2.74,0.45,-0.64,56]']"
"['592F[4.00,0.00,0.00]=1.43', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.58', 'le_us=2777', 'est[2.76,0.45,-0.65,55]']"
"['592F[4.00,0.00,0.00]=1.46', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.60', 'le_us=2746', 'est[2.77,0.46,-0.65,54]']"
"['592F[4.00,0.00,0.00]=1.37', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.60', 'le_us=3021', 'est[2.79,0.47,-0.61,54]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=4.57', 'le_us=2777', 'est[2.81,0.48,-0.58,55]']"
"['592F[4.00,0.00,0.00]=1.42', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.67', 'le_us=2777', 'est[2.82,0.47,-0.61,55]']"
"['592F[4.00,0.00,0.00]=1.43', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.62', 'le_us=3021', 'est[2.83,0.49,-0.62,54]']"
"['592F[4.00,0.00,0.00]=1.34', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.63', 'le_us=2777', 'est[2.86,0.50,-0.62,55]']"
"['592F[4.00,0.00,0.00]=1.35', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.65', 'le_us=3082', 'est[2.87,0.52,-0.60,53]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.57', 'le_us=2777', 'est[2.87,0.51,-0.59,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.99', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.65', 'le_us=2777', 'est[2.88,0.49,-0.57,56]']"
"['592F[4.00,0.00,0.00]=1.35', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.62', 'le_us=2746', 'est[2.89,0.51,-0.58,54]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.69', 'le_us=2746', 'est[2.91,0.49,-0.59,57]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.60', 'le_us=2777', 'est[2.93,0.49,-0.60,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.68', 'le_us=2807', 'est[2.94,0.48,-0.60,56]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=3.10', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.57', 'le_us=2807', 'est[2.95,0.48,-0.62,56]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.57', 'le_us=2746', 'est[2.95,0.49,-0.58,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.67', 'le_us=2807', 'est[2.96,0.48,-0.57,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.52', 'le_us=3143', 'est[2.96,0.49,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.08', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.61', 'le_us=2777', 'est[2.96,0.48,-0.57,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.68', 'le_us=2929', 'est[2.97,0.48,-0.58,56]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.08', '5B01[4.00,4.00,0.00]=3.72', 'le_us=640', 'est[2.98,0.48,-0.58,63]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.66', 'le_us=2777', 'est[2.97,0.48,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.52', 'le_us=3021', 'est[2.97,0.46,-0.55,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.08', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.69', 'le_us=2777', 'est[2.97,0.47,-0.56,56]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.08', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.61', 'le_us=2777', 'est[2.97,0.47,-0.57,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.55', 'le_us=2838', 'est[2.97,0.47,-0.57,56]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.07', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.63', 'le_us=2777', 'est[2.97,0.49,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.11', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.61', 'le_us=2807', 'est[2.98,0.48,-0.57,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.58', 'le_us=2777', 'est[2.98,0.49,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.37', 'CD37[0.00,0.00,0.00]=3.07', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.61', 'le_us=2807', 'est[2.97,0.49,-0.60,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.07', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.60', 'le_us=2807', 'est[2.97,0.49,-0.59,56]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=3.10', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.46', 'le_us=2746', 'est[2.98,0.49,-0.57,56]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.64', 'le_us=2746', 'est[2.98,0.48,-0.56,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.07', '5B01[4.00,4.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.62', 'le_us=2777', 'est[2.98,0.47,-0.58,56]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.63', 'le_us=2807', 'est[2.98,0.48,-0.54,55]']"
"['592F[4.00,0.00,0.00]=1.20', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.60', 'le_us=2746', 'est[2.98,0.48,-0.52,56]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.64', 'le_us=2807', 'est[2.98,0.49,-0.51,55]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.69', 'le_us=3143', 'est[2.99,0.46,-0.22,58]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=4.60', 'le_us=2777', 'est[2.99,0.45,-0.30,56]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.57', 'le_us=2746', 'est[2.98,0.46,-0.35,55]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.65', 'le_us=2746', 'est[2.98,0.46,-0.37,55]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.55', 'le_us=3051', 'est[2.94,0.44,-0.13,57]']"
"['592F[4.00,0.00,0.00]=1.15', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.59', 'le_us=3051', 'est[2.94,0.42,0.03,57]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.60', 'le_us=2777', 'est[2.95,0.43,-0.10,56]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.61', 'le_us=2807', 'est[2.95,0.45,-0.18,55]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.55', 'le_us=2838', 'est[2.96,0.45,-0.27,56]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=2.99', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.57', 'le_us=2777', 'est[2.95,0.45,-0.30,55]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.56', 'le_us=2807', 'est[2.95,0.46,-0.32,55]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.56', 'le_us=3021', 'est[2.92,0.43,-0.10,57]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=5.80', 'le_us=5523', 'est[2.92,0.44,-0.18,55]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=2.96']"
"['5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=5.81', 'CD37[0.00,0.00,0.00]=2.95', '592F[4.00,0.00,0.00]=1.26', 'le_us=4760', 'est[2.91,0.44,-0.04,55]']"
"['592F[4.00,0.00,0.00]=1.20', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=4.54', 'le_us=3356', 'est[2.90,0.42,0.09,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.94', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.42', 'le_us=4669', 'est[2.89,0.46,0.00,53]']"
"['592F[4.00,0.00,0.00]=1.19', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=6.95', 'le_us=7629', 'est[2.89,0.45,0.00,55]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=5.82', 'le_us=5462', 'est[2.90,0.46,-0.07,54]']"
"['592F[4.00,0.00,0.00]=1.20', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.81', 'le_us=3601', 'est[2.90,0.46,-0.12,55]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=5.96', 'le_us=5920', 'est[2.91,0.47,-0.19,55]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.52', 'le_us=3021', 'est[2.91,0.47,-0.23,55]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=2.91', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=6.05', 'le_us=6164', 'est[2.90,0.47,-0.21,54]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.85', 'le_us=4089', 'est[2.90,0.48,-0.20,54]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=2.88', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=5.04', 'le_us=5065', 'est[2.90,0.46,-0.29,56]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=6.03', 'le_us=6195', 'est[2.91,0.46,-0.32,55]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=6.12', 'le_us=6164', 'est[2.91,0.48,-0.28,53]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=6.88', 'le_us=7721', 'est[2.91,0.49,-0.29,54]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=5.10', 'le_us=4821', 'est[2.91,0.49,-0.31,54]']"
"['592F[4.00,0.00,0.00]=1.20', 'CD37[0.00,0.00,0.00]=2.95', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=6.04', 'le_us=6164', 'est[2.91,0.49,-0.24,54]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=5.07', 'le_us=4577', 'est[2.92,0.49,-0.27,55]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=5.09', 'le_us=4669', 'est[2.91,0.50,-0.28,54]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=6.86', 'le_us=8209', 'est[2.92,0.49,-0.36,56]']"
"['592F[4.00,0.00,0.00]=1.20', 'CD37[0.00,0.00,0.00]=2.91', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=5.11', 'le_us=4913', 'est[2.92,0.46,-0.43,57]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=5.66', 'le_us=5218', 'est[2.91,0.47,-0.41,54]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.39', 'le_us=3173', 'est[2.92,0.51,-0.43,52]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.32', 'le_us=3173', 'est[2.92,0.57,-0.44,50]']"
"['592F[4.00,0.00,0.00]=1.21', 'CD37[0.00,0.00,0.00]=2.99', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.42', 'le_us=3173', 'est[2.94,0.58,-0.46,53]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.41', 'le_us=3173', 'est[2.95,0.61,-0.48,52]']"
"['592F[4.00,0.00,0.00]=1.23', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.42', 'le_us=3173', 'est[2.95,0.61,-0.50,53]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.43', 'le_us=3021', 'est[2.95,0.61,-0.53,53]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.47', 'le_us=2777', 'est[2.96,0.58,-0.51,56]']"
"['592F[4.00,0.00,0.00]=1.26', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.45', 'le_us=2990', 'est[2.95,0.58,-0.54,54]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.45', 'le_us=2960', 'est[2.96,0.59,-0.56,53]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.43', 'le_us=2960', 'est[2.97,0.60,-0.57,53]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.99', '5B01[4.00,4.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.45', 'le_us=2746', 'est[2.95,0.56,-0.55,56]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=3.10', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.49', 'le_us=2838', 'est[2.96,0.55,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.44', 'le_us=2990', 'est[2.95,0.54,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=4.52', 'le_us=2990', 'est[2.96,0.52,-0.57,56]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.51', 'le_us=2838', 'est[2.96,0.52,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.08', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.54', 'le_us=2777', 'est[2.97,0.52,-0.56,55]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.08', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.48', 'le_us=2838', 'est[2.97,0.52,-0.59,56]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.46', 'le_us=3021', 'est[2.96,0.52,-0.58,55]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.53', 'le_us=2777', 'est[2.96,0.52,-0.57,54]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.49', 'le_us=2868', 'est[2.95,0.52,-0.58,55]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.52', 'le_us=2746', 'est[2.95,0.52,-0.58,54]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.55', 'le_us=2746', 'est[2.95,0.53,-0.58,54]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=3.10', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.51', 'le_us=3021', 'est[2.96,0.53,-0.59,55]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.51', 'le_us=2838', 'est[2.97,0.52,-0.59,55]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=3.10', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.49', 'le_us=2807', 'est[2.97,0.53,-0.60,55]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=3.04', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.52', 'le_us=2777', 'est[2.96,0.53,-0.58,54]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=3.08', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.58', 'le_us=2777', 'est[2.97,0.54,-0.58,54]']"
"['592F[4.00,0.00,0.00]=1.36', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.55', 'le_us=2777', 'est[2.96,0.53,-0.61,55]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.07', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.59', 'le_us=2777', 'est[2.96,0.52,-0.62,55]']"
"['592F[4.00,0.00,0.00]=1.37', 'CD37[0.00,0.00,0.00]=3.07', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.52', 'le_us=2777', 'est[2.96,0.53,-0.63,55]']"
"['592F[4.00,0.00,0.00]=1.35', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.60', 'le_us=2746', 'est[2.95,0.53,-0.64,55]']"
"['592F[4.00,0.00,0.00]=1.30', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.59', 'le_us=2777', 'est[2.96,0.52,-0.64,56]']"
"['592F[4.00,0.00,0.00]=1.34', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.49', 'le_us=2746', 'est[2.96,0.54,-0.62,53]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.53', 'le_us=2807', 'est[2.95,0.54,-0.62,54]']"
"['592F[4.00,0.00,0.00]=1.38', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.56', 'le_us=2777', 'est[2.94,0.55,-0.61,53]']"
"['592F[4.00,0.00,0.00]=1.34', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.50', 'le_us=2777', 'est[2.93,0.55,-0.60,54]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.52', 'le_us=2777', 'est[2.93,0.56,-0.57,53]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.60', 'le_us=2807', 'est[2.93,0.54,-0.57,55]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.54', 'le_us=2807', 'est[2.93,0.55,-0.57,54]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.48', 'le_us=2777', 'est[2.93,0.55,-0.56,54]']"
